ticket_id,customer_id,created_at,status,issue_description,priority
3092,235,2025-04-06 02:19:31,closed,Teacher would soon report glass agency.,high
3093,435,2025-03-20 19:42:06,in_progress,Family air require south.,low
3094,813,2024-07-11 09:27:16,in_progress,Walk report matter what again.,medium
3095,196,2025-07-06 23:21:44,open,Give culture cut final performance consider suddenly his.,medium
3096,264,2025-01-30 23:01:29,open,Pressure ago wish share baby scientist.,high
3097,950,2025-06-23 06:39:37,open,Culture professor surface help structure.,high
3098,17,2024-09-15 03:31:35,in_progress,Listen person fast century assume.,high
3099,104,2025-06-15 21:18:03,open,Plan style performance body girl enter.,medium
3100,684,2024-08-03 15:59:01,closed,Hold something enjoy.,medium
3101,918,2024-11-11 19:05:42,closed,Talk treatment surface management.,medium
3102,896,2025-06-21 17:50:18,open,Security exist American resource crime collection.,high
3103,947,2024-07-12 01:45:00,closed,Become coach traditional across president.,low
3104,186,2024-12-08 17:05:55,open,Something far space show data method.,medium
3105,376,2025-06-27 01:50:38,in_progress,Miss her lay everything.,high
3106,894,2024-08-16 21:52:46,in_progress,Medical event kind agree else.,medium
3107,223,2024-11-19 13:34:12,closed,Above culture onto father attention share.,low
3108,480,2024-07-22 07:27:29,open,Foot society approach mouth ground ahead message.,high
3109,50,2025-06-10 23:55:35,closed,Three project born glass magazine hair prove.,high
3110,813,2025-02-20 04:27:33,open,Game police card interview return near.,low
3111,885,2025-01-30 12:15:32,closed,Idea last happen edge almost data interview safe.,high
3112,452,2025-05-02 01:05:57,closed,Event yet bed campaign interest.,low
3113,296,2025-03-26 19:49:26,open,Reduce night place most memory.,low
3114,384,2025-06-27 04:05:49,in_progress,Than evidence already study up become.,low
3115,524,2025-07-05 09:27:22,closed,Language sea hundred bad step tough organization.,low
3116,870,2025-06-25 19:45:12,in_progress,Seven ability he cold either model.,high
3117,166,2024-10-28 20:21:38,open,Against analysis operation project bed technology media.,low
3118,52,2024-10-28 22:23:02,open,Range through suffer scientist tend move.,medium
3119,279,2024-10-15 08:28:33,closed,Right under affect worker.,medium
3120,136,2025-01-03 01:46:13,closed,Hundred history however center structure.,low
3121,623,2025-04-27 10:34:09,closed,Social benefit stop receive data.,medium
3122,476,2024-12-25 01:15:33,open,Through office unit its.,medium
3123,224,2024-07-22 11:54:01,closed,Tend but majority reason deep.,high
3124,801,2024-08-05 00:39:45,open,Same pull itself thus wind.,medium
3125,778,2025-01-30 16:17:49,closed,Help affect role strong glass short.,low
3126,251,2024-11-11 20:33:07,closed,Indeed necessary into author fill who.,medium
3127,928,2025-05-28 17:52:55,in_progress,Degree ago system.,medium
3128,772,2025-06-22 05:39:08,open,Attention subject he media page.,medium
3129,660,2025-01-06 19:02:11,in_progress,And activity see traditional cover.,medium
3130,678,2025-03-24 08:08:11,open,Business same meet ability box.,high
3131,68,2024-12-02 17:51:18,closed,Instead kitchen stuff never blood east property.,high
3132,930,2025-06-08 17:38:33,closed,Suddenly road make view production outside smile.,medium
3133,381,2024-12-12 01:19:12,closed,Language story card future.,medium
3134,901,2025-01-21 17:58:26,in_progress,Itself low middle once.,low
3135,748,2025-02-03 16:32:35,open,Argue interview common process subject body respond.,medium
3136,911,2024-09-09 01:34:38,open,Son cover statement inside pull agency brother.,medium
3137,872,2025-06-20 20:50:52,open,Street huge fly list.,high
3138,35,2025-01-17 07:18:11,open,Around large part house worry.,low
3139,541,2025-03-07 21:11:22,in_progress,Into low week.,low
3140,980,2025-02-20 17:58:53,open,Little talk leave look hour.,medium
3141,671,2025-05-30 04:57:01,in_progress,Grow whom rest possible college among hold.,medium
3142,341,2024-12-24 07:22:01,open,Peace for reveal describe result will.,high
3143,366,2025-06-05 18:55:30,closed,Benefit also action heavy foot argue dream attorney.,high
3144,842,2025-01-10 10:27:17,open,Expect young myself thought return.,medium
3145,338,2025-02-09 22:09:42,open,Challenge word carry beautiful effort.,low
3146,600,2025-05-29 18:18:28,open,Yes into form instead entire.,high
3147,703,2025-01-13 10:53:03,closed,Stop important her everybody final beautiful share.,high
3148,568,2024-11-12 20:51:06,open,Far new tonight here its war nice.,low
3149,963,2025-07-10 16:12:15,closed,Spend staff race course within traditional need himself.,high
3150,416,2025-01-05 21:56:53,in_progress,Build Mr yeah political.,low
3151,169,2024-12-29 18:48:29,open,Mean nature structure us into painting.,medium
3152,433,2024-08-21 01:47:19,open,Home customer claim line history my.,medium
3153,144,2024-12-27 22:04:13,closed,Them baby above article for live whom.,medium
3154,698,2024-08-14 19:13:50,in_progress,Enjoy phone hit light TV.,low
3155,857,2024-08-10 11:29:50,in_progress,Hair blood yeah energy chair out Democrat color.,high
3156,455,2024-08-16 11:58:08,open,I hard adult so southern hear husband.,low
3157,174,2025-06-15 23:14:16,open,Perform military strategy you white radio outside.,medium
3158,5,2025-02-16 01:49:51,closed,Describe spring worry third.,high
3159,534,2024-09-05 07:52:54,in_progress,Yet produce attention get.,low
3160,283,2025-03-18 06:19:20,in_progress,Light out hotel most.,high
3161,982,2024-09-03 21:37:11,closed,Family explain government.,low
3162,363,2025-05-18 00:03:23,open,Worker special you create billion beautiful history.,medium
3163,991,2025-06-29 09:36:12,closed,People same one.,high
3164,390,2024-10-30 03:01:44,in_progress,Ready drive let indeed.,high
3165,303,2025-01-27 10:06:16,closed,Learn no student new sound area.,low
3166,499,2024-08-28 21:18:20,closed,Surface science reason seat call conference.,medium
3167,535,2025-03-20 01:07:49,open,Nearly detail behind address American.,low
3168,863,2025-04-25 17:34:53,in_progress,Difference determine tend instead according attorney main although.,high
3169,886,2025-02-12 05:37:30,closed,Attention bill few.,high
3170,677,2024-08-08 21:54:01,open,Again money cause.,low
3171,673,2024-09-11 04:24:23,in_progress,Occur administration play again mind you.,high
3172,922,2025-04-26 03:30:11,in_progress,Establish answer evening short level apply move.,low
3173,969,2025-07-04 19:25:23,closed,Alone rise religious member job.,low
3174,924,2025-06-19 21:42:17,open,Sense morning reason mother.,high
3175,773,2024-08-21 10:16:24,open,Modern focus yeah.,medium
3176,542,2024-11-03 06:27:53,open,Address vote growth.,medium
3177,2,2025-06-27 10:29:59,open,Contain art that own.,medium
3178,986,2025-01-06 03:41:11,closed,When write build weight top series.,medium
3179,963,2024-11-07 06:36:38,closed,Early different line.,high
3180,991,2024-12-09 01:37:58,open,While language resource behind interest.,medium
3181,407,2025-05-14 21:11:39,in_progress,Future authority class whole experience.,medium
3182,121,2025-02-19 09:01:14,in_progress,Bit indicate experience power heavy simple common.,medium
3183,976,2025-06-28 12:33:39,open,Hand hotel street strong in.,low
3184,512,2025-04-19 09:19:57,closed,Evidence office necessary.,high
3185,159,2025-01-08 11:45:24,open,Yes hour believe money imagine understand listen.,high
3186,275,2025-04-21 12:13:04,closed,Research oil gun him lawyer man.,low
3187,62,2024-12-22 12:36:58,closed,Mind its now trouble stop business.,medium
3188,12,2024-10-10 08:25:55,in_progress,Identify top process tough fine your information later.,low
3189,778,2024-09-30 09:36:12,closed,Half whatever investment threat nor value example.,medium
3190,475,2024-09-30 04:59:10,open,Tonight little rock another.,high
3191,724,2025-02-01 22:56:11,in_progress,Involve information likely ask.,high
3192,949,2025-06-13 11:48:42,open,Provide fast race method this single.,high
3193,856,2025-03-19 18:45:26,open,Better require else according young.,low
3194,135,2024-08-10 23:27:26,in_progress,Loss court community region everything likely decade.,low
3195,56,2024-07-24 14:25:28,closed,Big hotel whatever economy only.,low
3196,975,2024-08-26 03:27:34,in_progress,Significant later suddenly watch.,high
3197,479,2024-12-29 04:53:00,closed,Budget yourself at market.,low
3198,32,2025-05-27 08:29:47,in_progress,Yes effect suggest appear soldier.,low
3199,891,2025-06-25 18:31:11,closed,Election coach take page.,medium
3200,505,2025-01-11 08:03:43,open,Dog wait see anything somebody where.,high
3201,75,2025-05-14 12:34:15,in_progress,Theory become find choose discussion number.,high
3202,86,2024-07-25 00:49:32,in_progress,Score matter market crime American.,medium
3203,518,2025-02-14 08:17:32,open,Soldier cup stuff allow possible trip.,medium
3204,253,2025-02-08 17:23:41,in_progress,Building rule focus wife mind.,medium
3205,397,2025-04-22 00:22:27,open,Land question good clearly.,low
3206,796,2024-09-30 06:26:07,in_progress,Everyone available quality.,medium
3207,810,2024-07-29 19:40:24,in_progress,Foot bank research ability.,high
3208,672,2024-12-27 04:07:20,closed,Spend relate tend world laugh in apply manager.,low
3209,900,2024-11-28 06:23:36,in_progress,Relate course room join her drop.,high
3210,641,2024-11-14 05:50:23,in_progress,Product ready possible him role.,medium
3211,529,2025-06-15 20:27:14,open,Major star factor.,low
3212,3,2024-09-25 11:19:44,open,Fine music own right wonder seem why.,low
3213,82,2025-04-02 18:25:53,open,A visit little late best organization study ask.,high
3214,433,2024-09-29 08:23:17,in_progress,Investment mean help develop.,medium
3215,200,2025-01-27 00:48:46,in_progress,Those goal development low hour growth tree.,low
3216,492,2025-02-02 19:13:11,open,Government at score increase less forward raise.,high
3217,182,2025-04-16 09:53:29,open,He alone give bag American official ask.,low
3218,419,2025-02-13 16:44:27,open,Wear in society structure bank approach.,low
3219,778,2024-11-08 21:56:29,in_progress,Worry win network raise center agree knowledge.,high
3220,990,2025-06-21 14:36:02,open,Last church price international prevent training candidate.,low
3221,49,2024-08-29 06:04:41,open,Democrat day less.,medium
3222,505,2025-04-12 02:16:07,closed,Officer marriage inside letter reason.,medium
3223,249,2025-01-24 07:26:22,in_progress,Finish cup sure him where.,medium
3224,888,2025-06-19 17:54:03,open,Often sense set rest.,high
3225,667,2024-12-18 16:23:12,closed,On this administration.,high
3226,608,2024-10-08 22:53:22,open,Through remain into seat rule enjoy.,low
3227,674,2025-02-11 05:37:09,in_progress,Down establish serious piece.,high
3228,702,2025-02-01 12:52:21,open,Activity wide wonder perform my others.,medium
3229,415,2024-11-30 17:55:49,closed,American coach despite color.,low
3230,418,2024-10-17 09:06:55,in_progress,Explain word certainly worry rate religious world.,medium
3231,533,2025-05-16 18:15:02,closed,Especially table whom style maintain.,low
3232,977,2025-06-18 22:53:05,in_progress,Though show indicate drop program lead job.,low
3233,558,2024-12-12 09:23:48,in_progress,Small sport draw debate owner.,medium
3234,927,2024-10-15 07:05:03,in_progress,Box realize hospital price now employee.,low
3235,664,2024-12-06 03:34:04,open,Expert here everything bag pay though several.,high
3236,99,2024-08-31 18:05:22,in_progress,Listen month grow.,high
3237,358,2025-06-27 11:06:11,in_progress,Eight skill anything fear buy.,high
3238,21,2025-05-03 15:41:50,in_progress,Including traditional laugh democratic.,medium
3239,485,2024-08-03 22:07:52,in_progress,How upon quickly management visit over rich recent.,medium
3240,768,2024-09-25 09:41:47,closed,Center north western thing.,high
3241,319,2025-07-03 23:02:48,open,Near east church decide brother author later.,low
3242,600,2024-09-18 06:47:19,in_progress,Way wall hair adult executive.,medium
3243,224,2025-06-24 10:39:56,open,Exist type heavy during price nature community system.,medium
3244,817,2024-11-13 20:04:58,open,I instead order.,medium
3245,503,2024-07-12 05:08:17,open,Property keep seven lay parent factor dinner truth.,high
3246,567,2024-10-02 09:40:24,open,Agreement arrive grow entire like necessary.,low
3247,342,2025-03-24 08:24:32,closed,Performance catch place break.,medium
3248,21,2025-03-17 06:07:22,in_progress,Bring I crime specific while majority.,medium
3249,301,2025-06-14 16:37:24,closed,Scientist throughout time us reflect.,medium
3250,794,2025-04-10 08:23:26,open,Edge month environmental likely order under.,high
3251,194,2025-01-29 01:25:20,closed,Left sign class middle senior serve father.,high
3252,220,2025-05-17 22:25:58,open,Table significant you nearly.,low
3253,801,2024-09-03 13:36:14,in_progress,Room level light phone north.,medium
3254,708,2024-12-26 11:23:02,open,Season civil hot light thing have between.,medium
3255,769,2024-11-16 17:46:47,open,Soon seven seat.,low
3256,355,2024-11-22 21:27:24,in_progress,Reason laugh government market decide.,low
3257,882,2025-02-06 06:48:31,in_progress,However here maintain rate.,low
3258,117,2025-03-03 05:38:03,in_progress,Arrive it population series talk.,medium
3259,502,2024-08-18 22:27:33,closed,Range attorney build especially try business.,low
3260,479,2025-04-14 19:02:57,open,Whether play treatment get discussion.,low
3261,467,2025-02-02 18:19:01,in_progress,Because benefit time send collection than check.,high
3262,194,2025-03-29 00:02:55,closed,Present letter seven amount bring.,high
3263,246,2025-05-05 21:27:21,closed,Mean attention already hope debate certain between.,medium
3264,613,2025-05-21 15:12:50,open,Computer help necessary day around.,low
3265,109,2025-03-20 07:39:25,open,Really writer hand Democrat wait of.,medium
3266,717,2025-04-12 07:35:58,open,Allow sit power seven development certainly.,low
3267,759,2025-04-13 01:45:28,closed,Full receive six significant challenge agree.,low
